No,Name,Location,Year,KmDriven,FuelType,Transmission,OwnerType,CC,Seats,Price
5459,Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,2987,5,3175000
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,1968,5,3200000
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,2987,5,2100000
5462,Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,1248,5,275000
5463,Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,1794,5,264000
5464,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,2179,7,1419000
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,998,5,385000
5466,Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,2982,7,1550000
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,1061,5,190000
5468,Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,624,4,126000
5469,Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,1197,5,240000
5470,BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,1995,5,1150000
5471,Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,2179,7,825000
5472,Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,1598,5,275000
5473,Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,1198,5,140000
5474,Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,624,4,290000
5475,Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,1399,5,240000
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,1598,5,475000
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,2179,5,4476000
5478,Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,1498,5,622000
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,999,5,450000
5480,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,1197,5,425000
5481,Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,1991,4,550000
5482,Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,1396,5,695000
5483,Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,998,5,456000
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,1582,5,1382000
5485,Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,1198,5,565000
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,1396,5,620000
5487,Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,998,5,325000
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,1968,5,850000
5489,Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,1396,5,725000
5490,Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,1461,5,461000
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,1199,5,530000
5492,Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,1405,5,190000
5493,Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,1197,5,309000
5494,BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,2993,5,950000
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,1582,5,1265000
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,1197,5,425000
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,1248,5,295000
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,2179,8,345000
5499,Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,1086,5,330000
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,2179,7,800000
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,1799,5,271000
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,998,5,270000
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,1248,5,450000
5504,Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,2982,7,1875000
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,1248,5,525000
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,1248,5,600000
5508,Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,1197,5,314000
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,799,5,255000
5510,Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,1193,5,230000
5511,Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,1399,5,565000
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,2967,5,4822000
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,998,5,300000
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,1498,5,750000
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,2179,8,260000
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,1995,5,6125000
5517,Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,1497,5,350000
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,1998,4,2895000
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,2477,6,1500000
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,1248,5,425000
5521,Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,5998,4,5900000
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,1248,7,660000
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,2494,7,520000
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,1796,5,1000000
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,2143,5,3500000
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,1498,5,875000
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,1197,5,457000
5528,Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,1197,5,250000
5529,Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,999,5,175000
5530,Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,2179,5,2011000
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,2494,8,780000
5532,Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,1197,5,361000
5533,Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,1086,5,111000
5534,Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,1198,5,460000
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,2993,5,8500000
5536,Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,1497,5,525000
5537,Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,1498,5,330000
5538,Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,2982,7,1775000
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,2179,5,3500000
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,1582,5,1339000
5541,Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,936,5,250000
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,2755,7,1836000
5543,Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,1248,5,595000
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,1582,5,1100000
5545,Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,2993,5,6475000
5546,Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,1498,5,630000
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,1591,5,1194000
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,1197,5,595000
5549,Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,1498,5,1100000
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,1591,5,1253000
5551,Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,1399,5,375000
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,2993,5,2700000
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,2835,6,995000
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,1461,5,420000
5555,Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,1197,5,200000
5556,Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,1197,5,325000
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,2143,5,3400000
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,1995,5,3037000
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,1591,5,1260000
5560,Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,799,5,509000
5561,Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,2967,5,2450000
5562,Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,1248,5,797000
5563,Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,1198,5,290000
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,1995,5,2133000
5565,Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,1582,5,650000
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,1396,5,1215000
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,1598,5,425000
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,1995,5,3584000
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,1997,5,300000
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,1461,5,675000
5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,1197,5,565000
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,1968,5,750000
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,1582,5,1334000
5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,1248,5,790000
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,1396,5,698000
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,1591,5,575000
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,1199,5,265000
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,1199,5,249000
5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,1586,5,150000
5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,1498,7,650000
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,1461,5,800000
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,2755,7,3085000
5583,Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,1984,5,1715000
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,998,5,455000
5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,1248,5,740000
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,1968,5,2564000
5587,BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,1995,5,1350000
5588,Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,1196,5,355000
5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,1582,5,1500000
5590,Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,1599,5,195000
5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,1799,5,230000
5592,Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,2982,7,1500000
5593,Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,1197,5,315000
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,1461,5,500000
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,1995,5,2475000
5596,Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,1991,5,260000
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,1197,5,375000
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,1896,5,485000
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,2148,5,2700000
5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,1498,5,300000
5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,1995,5,2875000
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,2494,8,1449000
5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,4806,4,7200000
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,1461,5,400000
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,1248,5,450000
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,1197,5,625000
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,1968,5,1150000
5608,Honda Aord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,2354,5,310000
5609,Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,1497,5,1011000
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,1591,5,1154000
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,998,5,100000
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,1248,5,250000
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,1984,5,1800000
5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,1364,5,685000
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,1086,5,297000
5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,1591,5,475000
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,1498,5,738000
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,1995,5,4275000
5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,1396,5,365000
5620,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,1197,5,599000
5621,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,2982,7,1350000
5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,1197,5,700000
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,1591,5,1095000
5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,1197,5,295000
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,1047,5,550000
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,1798,5,1708000
5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,1248,5,685000
5628,Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,1997,5,1050000
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,2494,8,875000
5630,Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,1497,5,270000
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,1591,5,425000
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,1364,5,790000
5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,1798,5,450000
5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,1461,5,400000
5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,1497,5,475000
5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,1396,5,765000
5637,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,1599,5,347000
5638,Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,1198,5,564000
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,1198,5,295000
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,1248,5,565000
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,2953,7,841000
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,1590,5,85000
5643,Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,998,5,80000
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,1498,5,565000
5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,1591,5,450000
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,1248,5,690000
5647,Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,2446,8,220000
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,1461,5,400000
5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,1598,5,560000
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,1196,7,220000
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,1598,5,400000
5652,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,2982,7,1600000
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,1582,5,1260000
5654,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,1197,5,479000
5656,Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,1498,5,683000
5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,796,4,51000
5658,Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,1299,5,69000
5659,Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,1197,5,465000
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,1497,5,649000
5661,Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,1493,5,290000
5662,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,1591,5,740000
5663,Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,799,5,325000
5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,998,5,195000
5665,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,1197,5,400000
5666,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,1197,5,685000
5667,Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,1198,5,545000
5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,1399,5,199000
5669,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,1582,5,899000
5670,Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,1364,5,650000
5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,1199,5,927000
5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,1582,5,699000
5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,2143,5,3676000
5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,1798,5,1708000
5675,Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,936,5,280000
5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,1199,5,249000
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,1248,5,885000
5678,Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,1497,5,415000
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,1498,5,1000000
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,1197,5,475000
5681,Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,999,5,320000
5682,Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,796,5,328000
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,1499,5,750000
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,1197,5,739000
5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,1248,5,365000
5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,2987,5,1100000
5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,1248,5,300000
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,936,5,225000
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,1586,5,283000
5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,796,5,411000
5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,2477,7,1470000
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,2987,5,2500000
5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,936,5,235000
5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,1498,5,641000
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,1497,5,575000
5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,2143,5,1755000
5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,1396,5,1025000
5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,1399,5,316000
5699,Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,1968,5,2250000
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,1086,5,355000
5701,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,1995,5,986000
5702,BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,2993,5,4500000
5703,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,1591,5,799000
5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,1498,5,650000
5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,1399,5,75000
5706,Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,1991,5,987000
5707,Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,1396,5,636000
5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,1497,7,950000
5709,Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,1197,5,605000
